,file path,Instrument,Dastgah,Sample rates,Audios,Chroma stft,Spectral bandwidth,Spectral rolloff,Mel Spectogram,rms,Zero crossing rate,Chroma Cens_0,Chroma Cens_1,Chroma Cens_2,Chroma Cens_3,Chroma Cens_4,Chroma Cens_5,Chroma Cens_6,Chroma Cens_7,Chroma Cens_8,Chroma Cens_9,Chroma Cens_10,Chroma Cens_11,Chroma Cens_12,Chroma Cens_13,Chroma Cens_14,Chroma Cens_15,Chroma Cens_16,Chroma Cens_17,Chroma Cens_18,Chroma Cens_19,Chroma CQT_0,Chroma CQT_1,Chroma CQT_2,Chroma CQT_3,Chroma CQT_4,Chroma CQT_5,Chroma CQT_6,Chroma CQT_7,Chroma CQT_8,Chroma CQT_9,Chroma CQT_10,Chroma CQT_11,Chroma CQT_12,Chroma CQT_13,Chroma CQT_14,Chroma CQT_15,Chroma CQT_16,Chroma CQT_17,Chroma CQT_18,Chroma CQT_19,Tonnetz_0,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23
486,/content/drive/MyDrive/Final Project/D_3/I_3/01. Dastgah-e Homayun (2)-[AudioTrimmer.com].mp3,3.0,3.0,22050,"[ 0.00271662 -0.0023948  -0.00446061 ... -0.2072507  -0.18297215
  0.        ]",0.20912147,2083.6781989297,5662.261305005091,1.5410696,0.06903859,0.13904359593901264,0.264256788380035,0.4328234079983933,0.07255008979844818,0.1881499910238305,0.08416066983554349,0.07377499945523647,0.09130319904943845,0.2474607186346365,0.09313195060647783,0.27905727313304235,0.07218554937955175,0.012095140048264718,0.24479677378615822,0.13592409825755644,0.03344808697216222,0.06131149181801353,0.027446062634816082,0.08909693873909677,0.03348502969587469,0.04095259699304892,0.4213277,0.6105507,0.19779497,0.3412796,0.2137407,0.20311584,0.21505295,0.38691524,0.21502076,0.4327878,0.1929447,0.11483832,0.38207167,0.27067164,0.13577354,0.18461815,0.15167184,0.22386163,0.14880906,0.17637229,0.010605229848611529,0.13408398822186296,-0.08089874497319874,0.12656041835767814,0.020794006391885955,0.004567409140296621,-227.55275,51.159565,-19.454582,-19.667288,-19.489769,-5.91895,-23.47227,-10.92006,-22.645638,-11.873005,-21.007008,-11.844574,-20.315577,-10.886525,-21.41618,-11.078587,-13.448978,-1.4388518,-6.4339805,-0.6199137,-10.752719,3.3481534,-7.257746,-1.9274483
487,/content/drive/MyDrive/Final Project/D_3/I_3/عقرب زلف کجت.mp3,3.0,3.0,22050,"[-0.08037697 -0.13764626 -0.13765895 ...  0.          0.
  0.        ]",0.18358056,2083.6781989297,2340.9881591796875,1.3248117,0.06996016,0.07238214666193182,0.3134680285746329,0.019812027232529818,0.006149754112230017,0.18434339977538386,0.10914168418568834,0.06757999759582067,0.12906981870457504,0.0830961167629809,0.08121091400164958,0.03612711287964478,0.06881331656770841,0.29629394959408256,0.5119429403432312,0.03598589094505023,0.12902211854804127,0.05027837111802597,0.005428077322766014,0.027661747373068934,0.21484262864989553,0.1391116497386761,0.41528702,0.12774785,0.09638597,0.29249364,0.22831622,0.19095975,0.2282531,0.20095287,0.20322467,0.15254457,0.18191615,0.36235735,0.66110814,0.12363597,0.21579398,0.14190745,0.106182046,0.11291192,0.32683203,0.2188291,0.24656668959978595,0.27039020840008304,0.35498021647273514,0.07004978205036154,0.031819808746703725,-0.04081131813118994,-282.7156,109.674355,-43.506905,8.920715,16.562654,-0.8035783,7.1855593,-17.373302,-35.524155,-28.786633,-28.992386,-14.206421,-17.497929,-3.084448,-15.034224,-16.18607,-8.626097,-1.3229325,-17.523872,-8.542996,-9.137856,-10.285348,-14.428598,-5.110368
488,/content/drive/MyDrive/Final Project/D_3/I_3/Âvâz e Shushtari - Hossein Alizadeh.mp3,3.0,3.0,22050,"[-1.4440079e-03 -3.3981807e-03 -4.5356099e-03 ... -9.8256442e-06
  1.1913705e-06  0.0000000e+00]",0.18737148,2083.6781989297,2828.465384360641,0.95759207,0.041010518,0.08378030301498188,0.08042786320936167,0.04942321024374901,0.02701318290907061,0.06371316892789766,0.11855315654123885,0.37052217973531615,0.19582818378577044,0.03931115143718775,0.14552137379556046,0.2555871567846816,0.14479146112781374,0.17913536498469254,0.08281564589366189,0.053481999551530254,0.09310402499420431,0.044096340440207944,0.07129631071959303,0.31206672347445213,0.11955871073204868,0.1393951418972092,0.23350069,0.2110759,0.18434326,0.21030483,0.2698022,0.5631208,0.34533387,0.20059079,0.32182533,0.43512842,0.3152697,0.34333006,0.25678363,0.203312,0.2536342,0.20067208,0.22615516,0.48835897,0.27726,0.30625603,-0.08762847781996241,0.011366033966184833,0.11290021115964746,-0.03064954262682819,0.014938965910013239,0.027351530837642878,-323.45847,91.85545,-25.765604,-7.380577,-5.3175197,-6.599561,-14.612293,-12.580566,-18.944805,-23.239637,-19.497517,-7.116688,-6.842106,-10.719852,-11.108851,-3.2226503,-4.6055775,-7.1207075,-5.559028,1.3592185,1.8681628,-3.5834827,-4.6514964,-3.0189664
489,/content/drive/MyDrive/Final Project/D_3/I_3/Ney-Davood-Jahangiri.mp3,3.0,3.0,22050,"[ 0.00050056 -0.03191703 -0.00618542 ...  0.00030985  0.00034198
  0.00040278]",0.10391401,2083.6781989297,4337.966357938823,4.83989,0.14880666,0.1572045921935154,0.10877691889350823,0.27135223251817636,0.09726133495334777,0.0993660591489861,0.03208556658745631,0.026302793177535456,0.015221170959059109,0.043401134151697274,0.03855833529283034,0.20947254319698866,0.04623393740871598,0.19548569998123178,0.1429664175245161,0.07285559343014075,0.05315545950528003,0.20626014736711393,0.12750214055092723,0.2518883443888727,0.13350876751683438,0.017597059198443402,0.1370267,0.30710053,0.12441522,0.122620724,0.068949535,0.061380867,0.049611628,0.06887057,0.06908225,0.21885803,0.073281094,0.2254825,0.15566556,0.09240902,0.09156873,0.23583075,0.1551935,0.27933872,0.15332393,0.07006204,-0.01370089797372845,0.13431561698631375,-0.14986348053664228,-0.09328688521002829,0.07189825395316833,0.017580471136107872,-271.81427,2.504615,-51.709698,24.266756,-49.20691,-5.710383,13.486545,11.387288,21.86893,8.7237,-16.575407,4.8619595,-0.2922603,-1.8074903,-0.04367659,-1.2871039,-9.296228,0.24474534,-5.0887,7.9950747,-6.364729,-3.0605562,-5.191925,6.658655
490,/content/drive/MyDrive/Final Project/D_3/I_3/Daramad-Chakavak-Jahangiri.mp3,3.0,3.0,22050,"[-0.03181735 -0.08558285 -0.09972282 ...  0.00013585  0.00062259
  0.00112765]",0.101451926,2083.6781989297,4236.534055560873,5.336619,0.13843596,0.12972653258996938,0.014503130193156872,0.07856112813619001,0.01539457794084138,0.01493875548865974,0.0013074564427689233,0.014642019361211423,0.019341075727534813,0.06199875602398946,0.03069481637318664,0.4840637204992101,0.15965007977638232,0.13544363184279204,0.1655395238193006,0.015830702016334068,0.006118580189791445,0.21684462986012865,0.17910104271072577,0.22585355040800845,0.18202202344611698,0.011146007338750544,0.062111434,0.1033899,0.055441454,0.046836443,0.040304706,0.050032075,0.056384277,0.07884369,0.06930035,0.50338095,0.16780217,0.1658598,0.19355789,0.057038534,0.049033593,0.2627648,0.21752927,0.28863135,0.18766685,0.06019094,0.001021826234183309,0.10792624358314352,-0.16943969406475654,-0.2628347229903894,0.01699774114815667,0.020791110608411014,-296.7648,9.6713915,-46.852783,24.790323,-46.0746,-9.251964,4.0064006,6.374659,31.7063,22.99268,-2.7834096,-0.11592081,-14.035135,-12.020348,-2.0281208,-0.32689646,-3.0842428,5.1610456,-8.309278,12.10956,7.7181983,2.3568058,-9.403359,2.1475756
491,/content/drive/MyDrive/Final Project/D_3/I_3/setar.mp3,3.0,3.0,22050,"[ 0.06689453  0.04342651  0.0098877  ...  0.00164795  0.00082397
 -0.00085449]",0.21846813,2083.6781989297,1718.1032302437668,17.219679,0.2632175,0.05256941256764592,0.46370074946126555,0.09607441126469693,0.09051938775373346,0.09455686969778697,0.04428151178984488,0.03855909762580405,0.10993351806118427,0.032800092540874876,0.4283224017563842,0.04004792987486224,0.09017261240763487,0.13582222155090679,0.06303262856775786,0.007162251863454245,0.07563455660023563,0.11221329822565702,0.1630576578978459,0.1243107306145509,0.02037436056450353,0.27025978803800027,0.6854405,0.25894544,0.2510814,0.2408618,0.21413773,0.21096277,0.2676882,0.20213132,0.6369278,0.20655867,0.22959869,0.2837081,0.22151147,0.13246466,0.22301479,0.26428086,0.3113784,0.2902078,0.19092682,0.4258874,-0.031111104578873113,0.31467300415667626,-0.14716728902459714,0.10371710918465671,-0.003421904441619154,0.04065159679087916,-133.32536,177.31758,-43.18772,20.367264,-2.7172148,5.894192,-18.562386,-9.775602,-14.417865,-9.057371,-8.459953,-19.700542,-10.872667,-13.486467,-21.997482,-17.188475,-9.675522,-8.672008,3.0749547,-3.3988202,-1.5740418,-3.4904096,-7.077605,-4.57656
492,/content/drive/MyDrive/Final Project/D_3/I_3/index.html_attid=407789_VALID=TRUE_q=11.mp3,3.0,3.0,22050,"[-0.0015925  -0.00172298 -0.00100989 ...  0.          0.
  0.        ]",0.25461757,2083.6781989297,3655.553642074789,2.3133035,0.08549792,0.10009155520586278,0.3745621396541845,0.171994548450982,0.11204382308308143,0.0822370571086675,0.039550476592189285,0.03299402721757413,0.09784702364512675,0.10572489854893341,0.21347611933755795,0.09611635351091637,0.08811549370594433,0.16804505695051847,0.19045893751405982,0.10431984680925828,0.08383520960972647,0.07261291829176583,0.08114404144015344,0.18873627003098095,0.3567497010615452,0.29923091243161054,0.65072507,0.42846984,0.37588182,0.32986063,0.28826803,0.26039958,0.33042786,0.34009314,0.46073854,0.3360394,0.33525032,0.42052853,0.4498523,0.3656077,0.3418111,0.3413073,0.34286088,0.44053218,0.6513335,0.5545149,0.036070614589388046,0.058791371082632535,0.0515724071961205,0.08914155355385402,-0.017414590274602713,-0.014490683527577467,-195.7991,121.35803,-37.155876,43.685127,-16.744873,13.2835655,-9.128474,-0.8318617,-14.077553,-6.8574595,1.6128218,-6.562032,3.3785503,-1.9728788,3.6694453,-5.4882603,2.429418,-4.4310303,2.7462122,3.9616628,3.6301289,0.4094725,-2.21103,7.3203707
493,/content/drive/MyDrive/Final Project/D_3/I_3/index.html_VALID=TRUE_attid=175102_VALID=TRUE_q=10_g=221734_t=1_w=4.mp4,3.0,3.0,22050,"[-0.0369325  -0.04699011 -0.04291779 ...  0.          0.
  0.        ]",0.20120966,2083.6781989297,3462.7169407583524,1.7663841,0.07688275,0.08296258497846537,0.06242094139341545,0.2962943006296977,0.2233361565966224,0.11922868654150938,0.12402217731315357,0.33631128958606993,0.05244126228091027,0.02429576076240665,0.01540645859294408,0.024708468872040118,0.028316123307846146,0.021126754914589048,0.24431558934395023,0.5580755209269793,0.2194401818325268,0.06972317595491741,0.03665075139847547,0.007179928908566857,0.005341154577201242,0.03341964406869244,0.24861667,0.4863979,0.39006793,0.29910168,0.28956223,0.51319516,0.22121838,0.18638991,0.18494324,0.19561103,0.19984007,0.200279,0.39498007,0.8175307,0.37994012,0.25070646,0.20467643,0.16944373,0.16063857,0.20036398,-0.1830778904436584,-0.0334069473004797,0.05244766940813601,0.1780391186655329,-0.004123933140366504,-0.024440726732801867,-215.15903,118.49831,-25.93695,48.34904,-10.363947,1.0403721,-11.625079,-5.224319,-14.224156,-13.263862,-10.921049,-0.4487919,-3.7379076,-2.012153,-3.3227344,-1.9587291,-3.798595,2.3610797,-6.203947,0.015064108,3.270402,-6.4079914,-4.590156,7.140003
494,/content/drive/MyDrive/Final Project/D_3/I_3/index.html_VALID=TRUE_attid=38926_VALID=TRUE_q=10_g=43306_t=1_w=4.mp4,3.0,3.0,22050,[0.00225291 0.00283979 0.00243856 ... 0.         0.         0.        ],0.18256623,2083.6781989297,2477.7149950084704,1.8617183,0.06636259,0.07213637581868647,0.14589398011932017,0.08718233785128458,0.06952427876181706,0.0860233431500605,0.11892928960181408,0.12607829158114758,0.24202606649660197,0.28243088140224953,0.35448912445712305,0.07067906251805779,0.0462628810026836,0.23709059877952132,0.11410225831478778,0.11805299738074354,0.020234119365072932,0.028206363859187313,0.10889874960363487,0.013173614884730862,0.02643223160861396,0.3233534729474489,0.2980329,0.24757269,0.24057144,0.257383,0.29422933,0.29611325,0.40154517,0.4264609,0.53630424,0.2415551,0.21860267,0.40094474,0.27434057,0.2866531,0.1741854,0.18071084,0.27056625,0.16621938,0.18940632,0.5018763,0.025096966580765434,0.14066381542286946,0.03454759649879703,0.16505134799760077,0.0014314675512983163,-0.014524297690501408,-304.48328,101.67481,-3.8489642,6.41473,13.942253,6.5804644,-9.544786,-11.249948,-21.233139,-13.685965,-10.171683,-2.5421362,-11.460858,-9.57971,-15.234003,-6.746093,-10.173101,-2.492607,-3.537452,-2.758263,-3.6915116,1.6381674,-5.522238,-3.279011
495,/content/drive/MyDrive/Final Project/D_3/I_3/index.html_VALID=TRUE_attid=399869_VALID=TRUE_q=10_g=520704_t=1_w=4.mp4,3.0,3.0,22050,"[-0.1405862  -0.08800746  0.06426157 ...  0.          0.
  0.        ]",0.2002121,2083.6781989297,3101.7600319602275,9.980301,0.20201336,0.09870225933710033,0.21540010472393903,0.04864752949835891,0.04687112759110724,0.26138228914299644,0.26506556862830744,0.29055587348078077,0.19543591933142457,0.13465882557292813,0.21398143843543843,0.12341227138864758,0.09690468016679053,0.1653273429632283,0.20611550612815843,0.09551433295504277,0.09229835663997701,0.07919159717324253,0.023257920990248187,0.04411299210044872,0.10717725909832436,0.11514116870089874,0.38901198,0.2257724,0.21883729,0.45587313,0.43731108,0.47191885,0.38041013,0.31538764,0.39798892,0.3000445,0.28342435,0.35687587,0.3986989,0.27869418,0.27393842,0.2519882,0.18787514,0.20224428,0.27494088,0.28201118,0.037043619723017486,0.12547507762471147,0.10470128952852878,0.02572485137869133,-0.03748364410467885,0.01699020424810598,-124.57835,161.7604,-71.06691,52.37607,-25.665016,-15.257894,12.075514,-27.309769,3.6139252,-14.188269,-2.5712345,2.6466918,-15.859556,3.3790479,-13.120829,-5.08361,-1.3947974,-10.940886,6.864276,-6.8092213,-1.6514689,1.696562,-7.770784,5.69293
496,/content/drive/MyDrive/Final Project/D_3/I_4/ney-Homayoon-Andalibi-Shahram Nazeri -Bighara.mp3,4.0,3.0,22050,"[-0.10641398 -0.16014946 -0.1421394  ... -0.00180793 -0.00212418
  0.        ]",0.123748906,2083.6781989297,2952.019085183267,1.2911493,0.06455672,0.06244863900396254,0.3841028336439016,0.25855317345191764,0.07152618528258949,0.14457725671169372,0.03522347802732571,0.0,0.00695096299405957,0.006184510642677706,0.03396735480950429,0.03397736865158746,0.014714854914251682,0.05622508125700562,0.27549662040550266,0.06204724340878836,0.09857082216980417,0.11873073716688894,0.1974307684898926,0.3414309198227267,0.040805714320233236,0.010275058100334992,0.4735962,0.31199196,0.13671234,0.21417148,0.10791972,0.05323706,0.07605764,0.07300757,0.09401648,0.09365861,0.06986705,0.12346517,0.34319925,0.12553148,0.16563745,0.18185921,0.23632416,0.43010965,0.10746486,0.082200326,-0.06222727531383614,0.30265820088746687,-0.02957621768723545,0.004036314182603024,0.09549854606338887,0.00548240409758759,-333.25632,89.156136,-31.373533,-0.87839335,-19.913816,-7.226979,11.685174,12.2780905,5.541653,11.434067,-8.614716,-9.723561,-2.690243,3.0328546,4.1249485,-4.9591503,1.0760567,0.71650314,-2.436369,-5.5931244,-8.364734,4.823184,1.905678,11.216726
497,/content/drive/MyDrive/Final Project/D_3/I_4/Akbar_Sharifi_nei_homayoon.mp3,4.0,3.0,22050,"[ 0.00111321 -0.00532542 -0.00253871 ...  0.          0.
  0.        ]",0.15859513,2083.6781989297,4347.583758951276,1.9627688,0.07550389,0.07772800468644922,0.1677695735162793,0.09810062180801518,0.0898921766833264,0.35120808712609375,0.23277652815340721,0.1947029612931572,0.3134052116305217,0.0640362209968512,0.021995920704199663,0.05154903770722775,0.06860663935746165,0.07970014209741248,0.055336455103862585,0.0333671045034795,0.038431173417958,0.07792424989068045,0.05788987303766714,0.07646168034051634,0.11166373392705933,0.0757920723772681,0.26732227,0.19767067,0.19465856,0.47025844,0.32026577,0.29135084,0.42521182,0.1658565,0.12561607,0.15279262,0.171507,0.17568971,0.1569593,0.13235617,0.13559456,0.17989613,0.16814195,0.18525726,0.20989455,0.1743993,0.16529373789201815,0.07121275310142512,0.11038413377185567,-0.07785830594100256,-0.029260627069258627,0.009972570518660575,-285.12277,55.3301,-31.544374,19.85033,-26.88183,5.6153526,1.2012997,-13.604577,-18.743227,-11.286577,-18.686844,1.7561148,-7.7255483,-9.922364,-10.413057,-8.353797,-7.795209,-0.60091543,-6.5327816,-5.7230687,-2.0414796,7.567049,4.9561057,11.288519
498,/content/drive/MyDrive/Final Project/D_3/I_4/24 bakhtiari va moalef homayoon.mp3,4.0,3.0,22050,"[-0.19137777 -0.24857266 -0.17438613 ... -0.00030532 -0.000339
 -0.00031657]",0.10044448,2083.6781989297,4208.578103615419,7.9653115,0.1810521,0.12596016765510948,0.03508018528581764,0.1466490429655132,0.034822176750071446,0.11362732832688596,0.04148464870792089,0.044438028051116914,0.023602396400347114,0.03428573378259225,0.03951952888790659,0.37158808685261085,0.11343265376391878,0.33016511251036096,0.22003877906151856,0.06175700875191628,0.03786251830963539,0.14398087376821772,0.1043221776790027,0.13488799438311314,0.13336831871359586,0.006649946043688994,0.06921853,0.16075252,0.06362418,0.11755689,0.06534638,0.06870825,0.05090953,0.051367313,0.063328154,0.381691,0.113594264,0.35469934,0.21654913,0.079272784,0.070565045,0.174221,0.1314329,0.1527229,0.12982503,0.047453046,0.06556458754665269,0.04103615166765016,0.05708149199187049,-0.2316820800130051,0.056483800817627536,-0.002737313455742047,-263.5335,11.498464,-50.36231,23.242208,-53.143513,-11.93838,-2.9911172,-0.9235447,27.257418,25.349388,4.1075897,10.172555,-10.057618,-18.583292,-3.7904246,-0.023196138,-6.481623,0.65577143,2.0551167,14.987218,-3.5345461,-8.174231,-8.360229,3.1864605
499,/content/drive/MyDrive/Final Project/D_3/I_4/hamed_amjadian_3_4_59S.mp3,4.0,3.0,22050,"[-0.10470581 -0.127594   -0.14959717 ... -0.00045776 -0.00048828
 -0.00048828]",0.14546081,2083.6781989297,4180.414311835107,1.8386344,0.073530935,0.09815976839539008,0.024465958135272338,0.13412468535965688,0.1930898041998881,0.21292655445195602,0.5275460563920169,0.10546417705484303,0.017054108340579507,0.12201688792963142,0.2907386640629341,0.24263208779907477,0.15252413459856923,0.014324494484817882,0.016361466980796303,0.03584068287973765,0.037464533823307306,0.027260964857978034,0.0497793207759131,0.034075344801732736,0.06464976625693494,0.04818882359955846,0.12215661,0.23213463,0.2876063,0.27833977,0.6371363,0.18959616,0.120126754,0.20943226,0.38468042,0.3177656,0.23457143,0.1043783,0.09940131,0.12645009,0.12820508,0.12017691,0.14373748,0.12108092,0.15104057,0.13787639,0.024494410634413696,0.05039764222932141,-0.14427348491570655,-0.21553443505772252,-0.0995624201929313,-0.042027088988244414,-260.93954,68.20021,-33.19434,1.4008325,-28.466047,-24.262611,0.25083435,-15.398564,-18.061838,4.748368,-0.5617773,6.5678034,0.74079216,-9.986718,-18.465473,-6.9284415,-18.51556,-4.2746882,-6.0852685,10.17857,3.7147434,17.413431,5.4834423,14.8399
